text,sentiment	
negative,"J'ai juste vérifié mon chronologie de l'utilisateur sur mon Blackberry, il semble que le twanking est toujours en train de se produire. Ppl a-t-il encore des problèmes avec wgs / wgs?"
فازت #كوت_ديفوار علي #مصر في 2006 في تصفيات #كأس_العالم ذهابا وايابا وكانت سبب رئيسي في عدم تأهلنا وكنا سبب رئيسي في تأهلها من بعدها لم تفز علينا واصبحنا عقدتها ونفس الامر تكرر مع غانا فمنذ المباراه الشهيره سته واحد غانا لم تفز علينا واصبحنا عقدتها #غانا_مصر,Positive
negative,"Hey, aucune chance d'ajouter Brighton ou Eastbourne à la tournée ucap? Ébranlé, je me suis trompé cette fois-ci, je t'aime les gars!"
ولد مخلص لفريقه محترم وكان نفسه يحقق بطولة فى أو طريقه ربنا يوفقه ويسير على درب محمد صلاح,Positive
negative,- C'est Ashley du spectacle de l'après-midi. Il n'est pas impressionné par le twitter
" Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!",neutral	
 I think we have it pretty much figured out.  added a box in the Helsinki group where you can see the tweets,positive	
I am so bored,negative	
 don`t leave us,neutral	
positive,"J'ai nommé aujourd'hui, je mange de la glace fruitée"
negative,Re-ping: icônes personnalisées que j'ai faites! =] Regarde bien mais les bords pourraient être moins carrés pourraient être mal sur un fond diff
negative,Les biscuits et cola ewww ne se mélangent pas bien ensemble ... mon ventre me fait mal maintenant
" my hubby`s a vet, so we `get` that animals are like children!! all the best! hope ur biz is going well",positive	
"going 2 watch Dogtown, hope it`s not too sad!",positive	
#خالد_علي انا مش قادر اشكك في واحد جابلي حكم #تيران_وصنافير_مصرية بس اقدر اقول انه بيلعب لعبه قديمة فشل فيها #الاخوان قبل كده ربنا يصلح حال,Negative
negative,Se demande sérieusement ce que le public australien pensait en faisant coups de pied à mon bébé kat hors de sytycd! Elle me manque déjà ...
" I know... it just falls right at 1pm my time, like right in the middle of the day",neutral	
"and thanks,  , fr. yr congratulatory gweetin`",positive	
negative,"L'Amérique du monde est donc ... borez de toute façon lol, je viens de me rendre compte que tu m'as envoyé des msgs ici. Je n'en avais aucune idée. Je n'ai pas de flash"
negative,"Désolé, j'ai dû laisser un corel installer cd quelque part dans ta chambre alors ..."
one of the estate agents next door just caught me singing along to wham,neutral	
لن ننسي ابدا ومازلت اكرر بملل تيران وصنافير مصريه مهما حدث ومهما طال الامد فتبر الاوطان لايباع ابدا ايها الساده وكل عام وانتم بخير,Negative
متخيلين انه محمد صلاح مسجل 13 هدف وحنا ما انتصفنا الموسم ماشاء الله ❤❤❤❤❤❤❤❤,Positive
  I do not mean to laugh but a little giggle did come out - sorry,negative	
positive,Merci d'avoir crié! Passez un bon week-end ensoleillée à marin!
blastinggg music.,neutral	
**** i have something to say and no one is listening,negative	
negative,"J'écoute murs et la 9ème merveille, je me suis contenté de manquer ma vie sexuelle folle"
negative,Les héros ne me font pas cette saison ...
" If y`all say so, I trust you on that one",neutral	
positive,"Correct, mon ami. L'océan est l'océan. N'accepte aucun substitut"
" oh, I am sorry my friend. Katie & I will do our best to keep you cheery",neutral	
" lemme guess - you ran 5 miles at the gym, and are waking your kids up, and then going to the beach and / or recording studio?",neutral	
طلب الرئيس الفرنسي #إيمانويل ماكرون من ولي العهد السعودي #محمد_بن_سلمان خلال اجتماعهما في #الرياض مساعدة مالية ؛👇👇👇 https://t.co/cR5sCZdnmX,Neutral
 hm... Both of us I guess...,neutral	
positive,Commencer par Twitter!
neutral,C'est un effort.
Hates that my a.c doesn`t work! Its so hot,negative	
Very bad things.......I need to stop thinking!,negative	
neutral,Les universités sont des établissements d'enseignement supérieur.
"Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks",positive	
يوسف الشاهد رئيس الحكومة في مهد الربيع العربي تونس في ضيافة رئيس الانقلاب على الربيع العربي في القاهرة.. سباق الحرية والرِّدة الى الوراء قائم على قدم وساق..,Negative
"Beta 5 of 3.0 expired today, back on 2.2.1 until the public release. I miss it already",negative	
٤ من البرامج التي قدمها العمري في #فور_شباب للتبشير بـ #الربيع_العربي مذكرات سائح5 https://t.co/h6HkRx3fOR   #السعودية #KSA,Neutral
 I`m learning to,neutral	
_Attack thanks dude!,positive	
negative,Mon comp est tellement foutu
It just had to rain on me almost a perfect day now my clothes are wet,negative	
 look at my background that`s how I want my future date to be like  (well if I ever get him).,neutral	
لأول مره تقول شي صح .. وتعترف ان الربيع العربي كان كذبه على الشعوب بقي ان تعترف ان قطر والجزيره كانتا اهم عنصر في الشرق الأوسط لانجاح المخطط,Negative
اصرار ادارة ميلان وثقتها في مونتيلا ماراح تجيب نتيجة طيبة ، هذا الاتحاد الايطالي اصر ووثق في فينتورا و النتيجة خروج من تصفيات كاس العالم وميلان راح يكون بنفس اخفاق المنتخب وما راح يتاهل لدوري الابطال هذا اذا تاهل لليوروباليج بعد,Negative
positive,"- J'ai vu mon bébé hier, je souris! L'imitation de jigga de lol-ing @ sem et d'attente pour récupérer mon autre lappy"
 I have got my smile,neutral	
negative,Se demandant pourquoi Gamebattles est en panne
negative,et environ goonite ....
"well i guess it all depends,undergarments.",neutral	
مش مهم النيل ومش مهم الغاز ومش مهم تيران وصنافير المهم كحك العيد وحلاوة المولد #عشان_تبنيها بيع ومتخليش فيها https://t.co/LIs1d5yhVA,Negative
positive,headin pour un jour Wit tha momz !!
someone WOULD give a speech about loved ones in the hospital. Stupid COMM class,negative	
حد يجيبلي جمله مفيده ولا يمكن خايف من أهل الشر ذي مهو خايف يعلن عن مشاريعه الوهميه برده من أهل الشر؟ الراجل ده يا ام عبيط يا ام عبيط برده #منتدي_شباب_العالم https://t.co/kVqcqZh1Ob,Negative
" Sounds a bit Alan Partridge  A-ha! (Good morning, by the way)",positive	
has no people skills.,neutral	
#شباب_مصر_يريد يريد تحقيق أهداف ثورة يناير العيش والحرية والعدالة الاجتماعية والكرامة الإنسانية.,Positive
 with your bicycle?,neutral	
 We want pictures as proof though,neutral	
negative,Vraiment déçue par une fille de potins ... c'est tout ce que je dois faire mes deux jours bon et tout ce qu'ils donnent sont des reprises ...
 Why is it going to be anti-social?,neutral	
" I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on",neutral	
عندنا محمد صلاح 😌 https://t.co/MBXGPlhuvH,Positive
negative,"Je l'ai eu depuis un certain temps (), et je connais d'autres personnes qui ont aussi"
negative,Okie dokie mes tweoples a été une longue journée et je dois être dans la ville à 10 heures boooooooooooo bonne nuit mes amoureuses & lt; 3
سيشهد التاريخ ان دي اول مباراه اشوفها في تصفيات كاس العالم في تاريخ مصر بدون حسبه برما 🤣🤣🤣 و كمان هنروح كاس العالم ⚽⚽⚽,Positive
negative,"Quelqu'un qui veut m'aider ??? J'ai essayé de faire une mélodie triste au piano pour une nouvelle chanson, mais ça finit toujours par être heureux et brillant ???"
negative,"Hehehe, ils étaient sévères."
تصفيات كاس العالم ( الملحق ) | استراليا 3 × 0 الهندروس | هدف الثالث استراليا HD https://t.co/uYrpn2kN7y,Neutral
negative,Oui est totalement addictif
لولوه الخاطر متحدثاً رسمياً لوزارة الخارجية #حصار_قطرhttps://t.co/S5CeZm6Iul https://t.co/9GgwDqiwBU,Neutral
negative,Un de mes amis m'a appelé et a demandé de la rencontrer à la mi-vallée aujourd'hui ... mais je n'ai pas le temps * soupir *
 I`ma need you to follow me real quick cause I can`t DM you,neutral	
والدليل على كدهتيران وصنافير وغاز المتوسط وسد النهضة أظن كفاية كده https://t.co/IgOTX0HVrW,Negative
negative,"Je me suis presque gâté pour la maison, j'ai fait un petit morceau, j'ai vu un nom, mais il est parti par un lien. Je ne serai terriblement pas surpris maintenant."
i`m playing left 4 dead with my friends gilbert and louie  its so fun  happy mothers day to all your moms! ),neutral	
#منتدى_شباب_العالمهذا هو حال شباب مصر المنهوبة. https://t.co/hbadFrwCKt,Negative
 wasnt it supposed to have been in for yesterday?,neutral	
negative,/bin/sh: 1: t: not found
اسمح لي الذي دفع الشعب لرفض الاستقالة لم يكن كما قلت بل الجهل والانخداع والانجراف للاشاعات حاله كما حال الشعوب اللتي خرجت في الربيع العربي,Negative
positive,Oui! Mes tweets du week-end dernier sont de retour.
positive,Aimer le melaleuca essayant de toucher le réalisateur ce mois-ci. Viens me voir sur facebook
negative,J'ai besoin de publier une vidéo !!!! Mais je suis bloqué ...
""""""""""" تصفيات كاس العالم """""""""""""""" أفريقيا """""""""""""""" الجزائر ( 0 ) × نيجيريا ( 0 ) """""""""""""""" نهاية الشوط الأول """"""""""""""""""""""""""",Neutral
positive,Merci sam! Je pensais qu'il avait moins de 13 ans quand il a commencé ... xx
#الملك_سلمان#الجارديان#ولي_العهد_السعودي قرار اعتقال 11 أميرا 4 وزراء وعشرات وزراء سابقينيظهر أنه رجل لا يأبه المخاطر .وسيحكم 50 عاما. https://t.co/8L3Ui06NK,Neutral
negative,Ahhh !! Ma webcam est désordonnée et ne s'allume pas!
positive,J'adore le voir! Je vous enverrai mon courriel
positive,Tessin aujourd'hui.
- لو كنت عضواً في الـ #FIFA ،،، لأقترحت عليهم أن تكون: البرازيل الأرجنتين ألمانيا إيطاليا إنجلترا منتخبات دائمة العضوية في نهائيات كأس العالم بدون أن تلعب تصفيات مؤهلة ،،، #إيطاليا_السويد ،،، -,Neutral
Missing my baby ducks,negative	
